246,240,185
246,240,183
246,239,181
247,239,179
247,238,177
247,238,175
247,237,173
247,237,170
247,236,168
247,236,166
247,235,164
248,235,162
248,234,160
248,234,158
248,233,155
248,233,153
248,232,151
248,232,149
248,231,147
249,231,144
249,230,142
249,230,140
249,229,138
249,228,135
249,228,133
249,227,131
249,227,129
250,226,126
250,226,124
250,225,122
250,224,120
250,224,117
250,223,115
250,223,113
250,222,111
250,221,109
250,221,106
251,220,104
251,220,102
251,219,100
251,218,98
251,218,95
251,217,93
251,216,91
251,216,89
251,215,87
251,215,85
252,214,82
252,213,80
252,213,78
252,212,76
252,211,74
252,211,72
252,210,70
252,209,68
252,209,66
252,208,64
252,207,62
252,207,60
252,206,58
253,205,56
253,205,54
253,204,52
253,203,51
253,203,49
253,202,47
253,201,45
253,201,43
253,200,42
253,199,40
253,198,38
253,198,37
253,197,35
253,196,34
253,196,32
254,195,30
254,194,29
254,194,27
254,193,26
254,192,25
254,192,23
254,191,22
254,190,20
254,189,19
254,189,18
254,188,17
254,187,16
254,187,14
254,186,13
254,185,12
254,185,11
254,184,10
254,183,9
254,183,8
254,182,7
254,181,7
254,180,6
254,180,5
254,179,4
254,178,4
254,178,3
254,177,3
254,176,2
254,176,2
254,175,1
254,174,1
254,174,0
254,173,0
254,172,0
254,172,0
254,171,0
254,170,0
254,170,0
254,169,0
254,168,0
254,167,0
254,167,0
254,166,0
254,165,0
253,164,0
253,164,0
252,163,0
252,162,0
251,161,0
251,160,0
250,159,0
249,158,0
249,157,0
248,156,0
247,155,0
246,154,0
245,153,0
244,152,0
243,151,0
242,150,0
241,149,0
240,148,0
239,147,0
238,146,0
236,145,0
235,144,0
234,143,0
232,141,0
231,140,0
230,139,0
228,138,0
227,137,0
225,136,0
223,134,0
222,133,0
220,132,0
219,131,0
217,129,0
215,128,0
213,127,0
212,126,0
210,124,0
208,123,0
206,122,0
204,120,0
202,119,0
200,118,0
199,116,0
197,115,0
195,114,0
193,112,0
191,111,0
188,110,0
186,108,0
184,107,0
182,106,0
180,104,0
178,103,0
176,101,0
174,100,0
171,99,0
169,97,0
167,96,0
165,95,0
163,93,0
160,92,0
158,90,0
156,89,0
154,88,0
151,86,0
149,85,0
147,83,0
144,82,0
142,81,0
140,79,0
138,78,0
135,77,0
133,75,0
131,74,0
128,72,0
126,71,0
124,70,0
121,68,0
119,67,0
117,66,0
114,64,0
112,63,0
110,62,0
107,60,0
105,59,0
103,58,0
101,56,0
98,55,0
96,54,0
94,53,0
92,51,0
89,50,0
87,49,0
85,48,0
83,46,0
81,45,0
78,44,0
76,43,0
74,42,0
72,40,0
70,39,0
68,38,0
66,37,0
64,36,0
62,35,0
60,34,0
58,32,0
56,31,0
54,30,0
52,29,0
50,28,0
48,27,0
46,26,0
44,25,0
42,24,0
41,23,0
39,22,0
37,21,0
36,21,0
34,20,0
32,19,0
31,18,0
29,17,0
28,16,0
26,15,0
25,15,0
23,14,0
22,13,0
20,12,0
19,12,0
18,11,0
17,10,0
15,10,0
14,9,0
13,9,0
12,8,0
11,7,0
10,7,0
9,6,0
8,6,0
7,5,0
6,5,0
5,5,0
5,4,0
4,4,0
3,3,0
3,3,0
2,3,0
2,3,0
1,2,0
1,2,0
0,2,0
0,2,0
0,2,0
0,2,0
0,2,0
0,2,0
0,2,0
0,2,0
0,2,0
0,2,0
0,2,0
0,2,0
0,2,0
0,2,0
0,2,1
0,2,1
0,2,1
0,2,1
0,2,2
0,2,2
0,2,3
0,2,3
0,2,4
0,2,4
0,2,5
0,2,5
0,2,6
0,2,6
0,2,7
0,2,8
0,2,8
0,2,9
0,2,10
0,2,10
0,2,11
0,2,12
0,2,13
0,2,14
0,2,14
0,2,15
0,2,16
0,2,17
0,2,18
0,2,19
0,2,20
0,2,21
0,2,22
0,2,23
0,2,24
0,2,25
0,2,26
0,2,27
0,2,28
0,2,29
0,3,30
0,3,31
0,3,32
0,3,33
0,3,35
0,3,36
0,3,37
0,3,38
0,3,39
0,3,40
0,3,41
0,3,43
0,3,44
0,3,45
0,3,46
0,3,47
0,3,49
0,3,50
0,3,51
0,3,52
0,4,53
0,4,55
0,4,56
0,4,57
0,4,58
0,4,60
0,4,61
0,4,62
0,4,63
0,4,64
0,4,66
0,4,67
0,4,68
0,4,69
0,4,70
0,4,72
0,5,73
0,5,74
0,5,75
0,5,76
0,5,78
0,5,79
0,5,80
0,5,81
0,5,82
0,5,83
0,5,84
0,5,85
0,5,86
0,6,88
0,6,89
0,6,90
0,6,91
0,6,92
0,6,93
0,6,94
0,6,95
0,6,96
0,6,97
0,6,97
0,6,98
0,6,99
